plane,manufacturing_year,type,manufacturer,model,engines,seats,speed,engine,fuel_cc
N651SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27776.86816
N651UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115148.6914
N652AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46281.10532
N652DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38281.63849
N652JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45561.93741
N652SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,27788.04274
N652UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115482.8642
N653AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45881.33756
N653JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45936.98413
N653SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28316.27603
N653UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114808.6619
N654AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46212.31254
N654DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38583.68505
N654SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28320.67352
N654UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115445.8901
N655AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45976.11385
N655DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38116.12927
N655JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45873.98483
N655UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114825.9115
N655WN,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28539.72752
N656AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45456.10952
N656JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45299.96422
N656SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,,Turbo-fan,28227.0082
N656UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115304.9064
N657AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45669.03923
N657JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45549.72715
N657SW,1985,Fixed wing multi engine,BOEING,737-3L9,2,149,,Turbo-fan,28778.14138
N657UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114930.1961
N658AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45922.70235
N658DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37780.42911
N658JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46036.65788
N658SW,1985,Fixed wing multi engine,BOEING,737-3L9,2,149,,Turbo-fan,28962.09261
N658UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115055.5215
N659AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46043.80303
N659DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37614.56839
N659JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45415.54945
N659SW,1985,Fixed wing multi engine,BOEING,737-301,2,149,,Turbo-fan,29466.61171
N659UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115256.6468
N66051,2000,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet,90614.37572
N66056,2001,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet,90508.55159
N66057,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet,91402.40855
N660AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45609.33663
N660DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37726.99779
N660SW,1985,Fixed wing multi engine,BOEING,737-301,2,149,,Turbo-fan,29233.98197
N660UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114763.3661
N661AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,46190.39828
N661DN,1990,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37826.63849
N661JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46047.39716
N661UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114931.8952
N662AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45988.23338
N662DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37529.98241
N662JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45806.94992
N662SW,1985,Fixed wing multi engine,BOEING,737-3Q8,2,149,,Turbo-fan,28688.30032
N663AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45914.28281
N663DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38287.796
N663JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45453.70117
N663SW,1985,Fixed wing multi engine,BOEING,737-3Q8,2,149,,Turbo-fan,29268.05397
N663UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115108.6259
N664AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45182.04214
N664DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37329.67099
N664UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114460.5111
N665AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45990.00338
N665DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38400.09184
N665JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45581.15312
N665UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114411.941
N665WN,1986,Fixed wing multi engine,BOEING,737-3Y0,2,149,,Turbo-fan,29472.49603
N666DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38027.49426
N666UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114467.4592
N667AW,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,,Turbo-fan,45514.82671
N667DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38074.60939
N667UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115148.9369
N66803,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41981.43255
N66808,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41892.42915
N668AW,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46120.0728
N668DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38272.80116
N668UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114459.3133
N669AW,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45905.85444
N669DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38176.70714
N669SW,1987,Fixed wing multi engine,BOEING,737-3A4,2,149,,Turbo-jet,29283.11879
N669UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115009.3095
N6700,1999,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37718.26179
N6701,1999,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37383.26194
N6702,1999,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37731.77207
N6703D,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37672.05424
N6704Z,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37464.01946
N67052,2000,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet,91492.14611
N67058,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet,91356.8969
N6705Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37355.92622
N6706Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37206.02856
N6707A,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37130.12009
N6708D,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37679.57214
N6709,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37038.92869
N670DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38093.78733
N670SW,1988,Fixed wing multi engine,BOEING,737-3G7,2,149,,Turbo-jet,29161.36897
N670UA,,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,
N670US,1990,Fixed wing multi engine,BOEING,747-451,4,450,,Turbo-jet,234477.2549
N6710E,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37197.82139
N6711M,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37059.00886
N6712B,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37289.70785
N67134,1999,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37593.50371
N6713Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37492.37694
N6714Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37135.44324
N6715C,2001,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37684.00052
N6716C,2001,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37847.7073
N67171,2001,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37029.41061
N671DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37292.30735
N671UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115107.0215
N672AW,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45425.52471
N672DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38130.88782
N672UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114680.5547
N673AW,,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,
N673DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38183.89722
N673UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115054.7483
N674DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37529.98306
N674UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114331.2762
N675AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45410.93688
N675DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38067.63785
N675MC,1975,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-51,2,139,432,Turbo-jet,26575.45989
N675UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114592.4327
N676AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45894.37284
N676CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14280.27113
N676DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38123.91797
N676UA,2001,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,114617.2645
N677AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45584.71563
N677UA,2001,Fixed wing multi engine,BOEING,767-322,2,330,,Turbo-fan,115020.2878
N678AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45314.05655
N678CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14961.40573
N678DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37142.82432
N679AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45776.59924
N679DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38190.50044
N68061,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet,91010.32624
N680AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45219.68766
N680DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37597.05066
N68159,2001,Fixed wing multi engine,BOEING,767-224,2,255,,Turbo-jet,70850.9103
N68160,2001,Fixed wing multi engine,BOEING,767-224,2,255,,Turbo-jet,70796.90929
N681DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37359.91535
N682DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38209.11961
N683BR,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,,Turbo-fan,8969.2076
N683DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38153.46197
N68452,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,42440.929
N68453,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41866.79637
N684DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37550.78594
N684WN,1988,Fixed wing multi engine,BOEING,737-3TO,2,149,,Turbo-jet,28969.70935
N685DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37150.01074
N685SW,1986,Fixed wing multi engine,BOEING,737-3Q8,2,149,,Turbo-fan,28612.17778
N686DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37191.0017
N687DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,38065.5809
N687SW,1986,Fixed wing multi engine,BOEING,737-3Q8,2,149,,Turbo-fan,28543.33939
N68801,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41848.77066
N68802,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,42060.36115
N68805,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,42315.22848
N68807,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41942.16616
N688DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37647.60488
N689DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,36976.25135
N69059,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet,90929.43804
N69063,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,,Turbo-jet,91280.62559
N690DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37619.83822
N691CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14485.33807
N691WN,1988,Fixed wing multi engine,BOEING,737-3G7,2,149,,Turbo-jet,28768.21428
N692DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37751.15533
N693CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14650.37747
N693DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37848.12122
N693SW,1985,Fixed wing multi engine,BOEING,737-317,2,149,,Turbo-jet,28664.15744
N694DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37724.13636
N694SW,1985,Fixed wing multi engine,BOEING,737-3T5,2,149,,Turbo-jet,28915.59251
N695CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14944.13014
N695DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37047.2747
N696DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37869.37054
N697DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37107.86415
N697SW,1988,Fixed wing multi engine,BOEING,737-3TO,2,149,,Turbo-jet,28024.66876
N69804,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41742.32914
N69806,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,,Turbo-fan,41867.20266
N698DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37500.90019
N699DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,,Turbo-fan,37949.92876
N700GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25518.47131
N700UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,38182.09023
N701GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25810.57635
N701SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11760.03653
N701UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,38344.16874
N702SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11653.31221
N702TW,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan,37613.61427
N702UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37778.38342
N703JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45479.56478
N703SW,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25554.40718
N703TW,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan,37817.77644
N703UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37904.09282
N704SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25483.32403
N704US,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,38183.40186
N704X,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan,37588.02168
N705JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45594.21832
N705SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11650.93831
N705SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24905.85488
N705TW,1997,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan,37788.86263
N705UW,,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,
N706JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,46000.83866
N706SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25206.26666
N706TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan,37486.79328
N707EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12098.44114
N707SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25502.21424
N707TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan,38074.53869
N708EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12220.56732
N708JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45946.17936
N708SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25714.2595
N708UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,38201.95047
N709EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12460.23594
N709JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45784.96989
N709SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24915.70715
N709TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan,37861.43214
N709UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37590.12908
N710EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12138.64039
N710SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11894.16056
N710SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25678.32467
N710TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan,37412.84009
N710UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37807.38216
N711HK,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25828.16156
N711MQ,1976,Fixed wing multi engine,GULFSTREAM AEROSPACE,G1159B,2,22,,Turbo-jet,7327.333625
N711UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37682.05624
N711ZX,1997,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan,37482.55873
N712EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11679.39233
N712JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45048.87231
N712SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25096.77019
N712TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan,37925.45795
N712US,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,38161.36906
N713EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12406.89239
N713SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25272.69472
N713TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,,Turbo-fan,37443.95656
N713UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37804.0567
N71411,2002,Fixed wing multi engine,BOEING,737-924,2,191,,Turbo-fan,42133.75941
N714CB,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25305.5366
N714US,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37624.57282
N715JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,,Turbo-fan,45716.51145
N715SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25177.31505
N715UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,38262.59271
N716EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11635.6017
N716SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25513.33313
N716UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,38295.15635
N717EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11916.77686
N717JL,2002,Fixed wing multi engine,BOEING,717-200,2,100,,Turbo-fan,15671.44538
N717SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24897.20934
N717TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan,36948.48004
N717UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,38103.73262
N718EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12424.47098
N718SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25513.67
N718TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan,37410.50942
N719EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12314.38679
N719SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25631.66003
N720EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12165.58186
N720WN,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25716.79274
N721TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan,37422.55959
N721UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37861.5294
N722EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11852.55712
N722TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan,37002.65159
N722US,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,38200.41866
N723EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,11943.86265
N723SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25766.95722
N723TW,2000,Fixed wing multi engine,BOEING,757-231,2,178,,Turbo-fan,37442.17651
N723UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37562.60644
N72405,2001,Fixed wing multi engine,BOEING,737-924,2,191,,Turbo-fan,41888.89115
N724EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12066.07963
N724SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25193.8236
N724UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37886.93464
N725SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25888.11442
N725UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,,Turbo-fan,37899.60237
N726SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,,Turbo-fan,12353.28537
